timestamp,unique_device_id,pc_name,model_type,parameters,prediction,execution_time_sec,cpu_energy_kwh,gpu_energy_kwh,ram_energy_kwh,total_energy_kwh,total_emissions_kg,cpu_usage_pct,gpu_model,ram_usage_pct,cpu_clock_mhz,memory_footprint_mb
2026-02-03 13:47:56,10dbfbe4-6095-46e4-bfec-4d1abf94471a,CS-543236,CNN,225034,2,0.006,1.3734229158015095e-07,0.0,5.704166639285783e-08,1.943839579730088e-07,7.153478443512195e-08,0.0,NVIDIA GeForce RTX 4070,58.3,3400.0,695.56640625
2026-02-03 13:49:29,10dbfbe4-6095-46e4-bfec-4d1abf94471a,CS-543236,CNN,225034,4,0.1473,1.8180390287953844e-06,5.975004780944815e-07,8.533594444290631e-07,3.268898951318929e-06,1.202979835688219e-06,0.0,NVIDIA GeForce RTX 4070,57.9,3400.0,687.609375
2026-02-03 13:49:40,10dbfbe4-6095-46e4-bfec-4d1abf94471a,CS-543236,CNN,225034,6,0.0069,2.0097777709856422e-07,0.0,7.785055527670516e-08,2.7882833237526937e-07,1.0261096058986009e-07,0.0,NVIDIA GeForce RTX 4070,57.9,3400.0,689.921875
2026-02-03 13:49:49,10dbfbe4-6095-46e4-bfec-4d1abf94471a,CS-543236,CNN,225034,3,0.007,1.2153701439577467e-07,2.872224520444888e-07,5.495833336479134e-08,4.637177998050548e-07,1.706516998300329e-07,100.0,NVIDIA GeForce RTX 4070,57.8,3400.0,690.4140625
2026-02-03 13:50:09,10dbfbe4-6095-46e4-bfec-4d1abf94471a,CS-543236,CNN,225034,1,0.0071,1.5388777861112937e-07,0.0,6.653944470195307e-08,2.2042722331308244e-07,8.111890542697631e-08,0.0,NVIDIA GeForce RTX 4070,57.8,3400.0,690.57421875
2026-02-03 13:50:47,10dbfbe4-6095-46e4-bfec-4d1abf94471a,CS-543236,CNN,225034,4,0.007,1.917304851101815e-07,0.0,7.891333273922404e-08,2.7064381784940556e-07,9.959899659643689e-08,0.0,NVIDIA GeForce RTX 4070,58.1,3400.0,690.55859375
2026-02-03 13:51:01,10dbfbe4-6095-46e4-bfec-4d1abf94471a,CS-543236,CNN,225034,5,0.0,1.2451791650770855e-07,0.0,5.534555530175567e-08,1.7986347180946422e-07,6.619113438069428e-08,0.0,NVIDIA GeForce RTX 4070,57.9,3400.0,690.765625
2026-02-03 13:51:15,10dbfbe4-6095-46e4-bfec-4d1abf94471a,CS-543236,DNN,567434,8,0.006,1.2807611055905e-07,0.0,5.660277739581135e-08,1.8467888795486135e-07,6.796324438153201e-08,0.0,NVIDIA GeForce RTX 4070,58.0,3400.0,694.1875
2026-02-03 13:51:22,10dbfbe4-6095-46e4-bfec-4d1abf94471a,CS-543236,DNN,567434,5,0.0,1.1986534736934118e-07,0.0,5.458888869422178e-08,1.7445423606356296e-07,6.420049422151236e-08,0.0,NVIDIA GeForce RTX 4070,58.1,3400.0,694.9140625
2026-02-03 13:51:30,10dbfbe4-6095-46e4-bfec-4d1abf94471a,CS-543236,DNN,567434,7,0.0041,1.5487118063093579e-07,0.0,6.212166691612867e-08,2.1699284754706445e-07,7.985502885684588e-08,0.0,NVIDIA GeForce RTX 4070,58.1,3400.0,695.1875
2026-02-03 13:51:42,10dbfbe4-6095-46e4-bfec-4d1abf94471a,CS-543236,DNN,567434,6,0.003,7.749284769589496e-08,0.0,3.361388937466674e-08,1.111067370705617e-07,4.0888129702225856e-08,0.0,NVIDIA GeForce RTX 4070,58.1,3400.0,695.1953125
2026-02-03 13:51:53,10dbfbe4-6095-46e4-bfec-4d1abf94471a,CS-543236,DNN,567434,9,0.003,1.390352087683924e-07,2.7388910806003253e-07,5.065111132959525e-08,4.635754281580202e-07,1.705993059741484e-07,0.0,NVIDIA GeForce RTX 4070,58.1,3400.0,695.31640625
2026-02-03 13:52:02,10dbfbe4-6095-46e4-bfec-4d1abf94471a,CS-543236,CNN,225034,8,0.0089,1.3721125029001593e-07,0.0,6.048833343407346e-08,1.976995837240894e-07,7.27549600907901e-08,0.0,NVIDIA GeForce RTX 4070,58.1,3400.0,695.12109375
2026-02-03 13:52:10,10dbfbe4-6095-46e4-bfec-4d1abf94471a,CS-543236,CNN,225034,5,0.009,1.5048777883445533e-07,0.0,6.794666664467918e-08,2.1843444547913452e-07,8.038554793047782e-08,0.0,NVIDIA GeForce RTX 4070,58.1,3400.0,695.47265625
2026-04-04 13:00:21,10dbfbe4-6095-46e4-bfec-4d1abf94471a,Unknown_Device,Tiny LLM,72330,0,0.0497,3.5662546350426656e-08,1.0198378060013056e-08,4.1533958380265787e-08,8.73948827907055e-08,3.2161985826186115e-08,20.9,None (CPU Only),88.4,4056,47.484375
2026-04-04 13:00:38,10dbfbe4-6095-46e4-bfec-4d1abf94471a,Unknown_Device,Tiny LLM,72330,0,0.0476,1.623793795977447e-08,1.2348943829636684e-08,3.980545166996308e-08,6.839233345937424e-08,2.5168902218312955e-08,41.6,None (CPU Only),77.7,4056,107.328125
2026-04-04 13:03:28,10dbfbe4-6095-46e4-bfec-4d1abf94471a,Unknown_Device,CNN,225034,9,0.0482,2.922144203446806e-09,2.382249268017606e-09,4.0622360829729586e-08,4.5926754301193997e-08,1.6901397126592675e-08,16.9,None (CPU Only),77.1,4056,239.03125
2026-04-04 13:15:51,10dbfbe4-6095-46e4-bfec-4d1abf94471a,Unknown_Device,Tiny VLM,218817,7,0.0644,9.994047659750019e-09,1.7334737673844857e-08,5.4142395868742216e-08,8.14711812023371e-08,2.9982018299026476e-08,16.3,None (CPU Only),84.1,4056,53.578125
2026-04-04 13:16:06,10dbfbe4-6095-46e4-bfec-4d1abf94471a,Unknown_Device,CNN,225034,1,0.0401,3.013534066144429e-09,2.3968631290723955e-09,3.383020836433085e-08,3.924060555954768e-08,1.4440843210917985e-08,33.0,None (CPU Only),83.3,4056,220.84375
2026-04-04 13:16:15,10dbfbe4-6095-46e4-bfec-4d1abf94471a,Unknown_Device,CNN,225034,2,0.0013,5.760257471411023e-10,3.0418331603868857e-09,1.2090974875415366e-09,4.826956395069525e-09,1.7763569010513603e-09,22.6,None (CPU Only),82.7,4056,240.453125
2026-04-04 14:04:08,10dbfbe4-6095-46e4-bfec-4d1abf94471a,Unknown_Device,CNN,225034,1,0.01,1.3272984734309524e-09,3.912180887399396e-09,1.6569930836946393e-08,2.180941019777674e-08,8.026029891683456e-09,13.9,None (CPU Only),77.7,4056,302.53125,0.9892,0.9892439657492182,0.9892,0.9891926214431039,2631040
2026-04-04 14:07:57,10dbfbe4-6095-46e4-bfec-4d1abf94471a,Unknown_Device,CNN,225034,0,0.0123,2.040215248649474e-09,4.3740532996647135e-09,1.9210902488945674e-08,2.5625171037259862e-08,9.43025908813961e-09,16.5,None (CPU Only),81.5,4056,290.578125,0.9892,0.9892439657492182,0.9892,0.9891926214431039,2631040
